scost,jcost,scancost,tuples
2337.0589999999997,635.7580000000002,733.2420000000001,2752892.0
9.760000000000037,124.58099999999989,725.4029999999999,169484.0
3.3319999999999363,84.91100000000007,624.8340000000001,1087512.0
0.0,245.8749999999999,629.342,2303858.0
3.2959999999999963,159.522,509.783,1634686.0
215.33999999999986,857.5920000000001,457.78499999999997,1718856.0
0.0,119.96600000000004,442.15200000000004,255340.0
0.0,64.14000000000004,493.89900000000006,690609.0
0.0,36.36100000000002,598.8149999999999,453221.0
3612.212000000001,1143.7229999999995,647.5370000000001,3995913.0
473.2979999999999,304.413,452.115,885136.0
262.53699999999986,936.6070000000001,529.6220000000001,1870308.0
0.5059999999998527,1032.713,599.691,2692675.0
1817.1669999999997,859.4529999999999,557.273,2747508.0
1.4999999999999853,222.9929999999999,567.078,2254662.0
329.90100000000007,688.1369999999998,755.095,1077108.0
350.22199999999987,775.5660000000001,657.963,1096657.0
81.06799999999998,60.977000000000004,602.5879999999999,168977.0
0.0,128.61100000000005,653.832,1727349.0
6.0330000000000314,112.033,592.781,331134.0
0.0,122.05600000000001,642.445,1586240.0
440.36,242.744,469.416,623079.0
1007.7959999999996,1516.462,593.385,3275530.0
0.0,149.51000000000005,489.101,1629327.0
0.9629999999999509,1200.9470000000001,515.776,1980219.0
2625.212,1263.362000000001,616.1779999999999,3587339.0
0.0,72.12400000000004,503.25300000000004,923923.0
454.11700000000013,231.33599999999996,561.242,745162.0
0.0,116.69100000000002,596.7959999999999,1271811.0
0.0,85.02199999999999,616.243,875923.0
