customer,-1
item,-1
store,-1
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
customer,11.354000000000001
item,-1
store,0.016999999999999998
store_sales,-1
item,-1
promotion,0.5299999999999999
store,-1
store_sales,4.906000000000063
item,-1
promotion,0.35000000000000003
store,0.010000000000000002
store_sales,32.47199999999998
customer,-1
item,-1
store,0.024999999999999998
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
customer,-1
item,-1
store,0.022
store_sales,-1
item,-1
promotion,-1
store,12.66
store_sales,3028.886
customer,-1
item,-1
promotion,0.152
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
customer,-1
item,-1
promotion,-1
store_sales,-1
customer,5.677999999999999
item,-1
promotion,-1
store_sales,5.02800000000002
customer,-1
item,-1
store,0.222
store_sales,-1
item,-1
promotion,-1
store,0.008
store_sales,-1
customer,5.840999999999999
item,-1
promotion,-1
store_sales,501.1500000000001
item,-1
promotion,-1
store,0.05
store_sales,-1
item,-1
promotion,-1
store,0.015999999999999997
store_sales,2167.332
item,-1
promotion,-1
store,-1
store_sales,-1
customer,-1
item,-1
store,4.186
store_sales,-1
item,-1
promotion,-1
store,0.014
store_sales,-1
item,-1
promotion,-1
store,0.362
store_sales,-1
item,-1
promotion,-1
store,2.432
store_sales,44.66599999999994
item,-1
promotion,-1
store,0.10500000000000001
store_sales,-1
item,-1
promotion,-1
store,57.161
store_sales,3083.231
customer,-1
item,-1
store,0.413
store_sales,-1
customer,55.342
item,-1
store,0.012
store_sales,0.38200000000006185
customer,55.328
item,-1
store,0.171
store_sales,3.475999999999999
item,-1
promotion,-1
store,0.158
store_sales,-1
item,-1
promotion,-1
store,0.015
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
customer,-1
item,-1
store,0.009999999999999998
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
customer,316.68399999999997
item,-1
store,19.574
store_sales,2459.2019999999998
customer,19.807000000000002
item,-1
store,0.16999999999999998
store_sales,-1
item,-1
promotion,-1
store,0.009999999999999998
store_sales,-1
customer,-1
item,-1
store,-1
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
customer,7.595999999999998
item,-1
promotion,-1
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
customer,-1
item,-1
store,0.015
store_sales,224.11599999999999
item,-1
promotion,-1
store,-1
store_sales,-1
item,-1
promotion,1.1920000000000002
store,-1
store_sales,19.734000000000037
customer,-1
item,-1
promotion,-1
store_sales,-1
customer,36.58800000000001
item,-1
promotion,-1
store_sales,-1
customer,-1
item,-1
store,1.278
store_sales,-1
customer,5.895000000000001
item,-1
promotion,0.112
store_sales,75.84600000000006
customer,-1
item,-1
store,-1
store_sales,-1
customer,-1
item,-1
store,0.324
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
item,-1
promotion,-1
store,0.481
store_sales,36.702
item,-1
promotion,-1
store,0.46499999999999997
store_sales,-1
item,-1
promotion,-1
store,0.12899999999999998
store_sales,-1
customer,-1
item,-1
promotion,-1
store_sales,-1
customer,-1
item,-1
promotion,-1
store_sales,-1
customer,-1
item,-1
store,0.011999999999999999
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
customer,-1
item,-1
promotion,-1
store_sales,-1
item,-1
promotion,-1
store,0.019
store_sales,-1
customer,-1
item,-1
promotion,-1
store_sales,-1
customer,-1
item,-1
promotion,-1
store_sales,-1
customer,0.7629999999999999
item,-1
store,8.356
store_sales,-1
item,-1
promotion,-1
store,0.01
store_sales,-1
customer,14.466999999999999
item,-1
store,0.225
store_sales,-1
customer,-1
item,-1
promotion,-1
store_sales,-1
customer,-1
item,-1
promotion,-1
store_sales,-1
item,-1
promotion,-1
store,0.015
store_sales,-1
customer,-1
item,-1
store,-1
store_sales,-1
customer,-1
item,-1
store,-1
store_sales,-1
item,-1
promotion,-1
store,0.011
store_sales,-1
customer,-1
item,-1
store,-1
store_sales,-1
customer,0.5259999999999998
item,-1
promotion,-1
store_sales,-1
customer,-1
item,-1
store,-1
store_sales,-1
customer,-1
item,-1
promotion,0.279
store_sales,-1
customer,54.41499999999999
item,-1
store,0.009
store_sales,65.43100000000004
customer,57.14
item,-1
store,0.524
store_sales,56.14200000000005
customer,1.061
item,-1
store,0.706
store_sales,957.9859999999999
customer,-1
item,-1
store,-1
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
item,-1
promotion,-1
store,0.009
store_sales,-1
customer,-1
item,-1
store,-1
store_sales,-1
customer,52.05799999999999
item,-1
store,0.030999999999999996
store_sales,-1
item,-1
promotion,-1
store,0.03899999999999999
store_sales,-1
customer,19.44
item,-1
promotion,-1
store_sales,-1
customer,73.362
item,-1
store,0.012
store_sales,184.76999999999998
customer,314.02099999999996
item,-1
store,0.011999999999999997
store_sales,2481.35
customer,-1
item,-1
store,0.6849999999999999
store_sales,-1
customer,8.717000000000002
item,-1
promotion,-1
store_sales,-1
item,-1
promotion,-1
store,0.006999999999999999
store_sales,-1
item,-1
promotion,-1
store,9.857999999999999
store_sales,-1
customer,33.323
item,-1
store,0.011000000000000001
store_sales,38.202
customer,31.542999999999996
item,-1
store,0.017
store_sales,994.6289999999999
item,-1
promotion,-1
store,-1
store_sales,-1
item,-1
promotion,-1
store,0.013999999999999999
store_sales,-1
customer,-1
item,-1
promotion,-1
store_sales,-1
item,-1
promotion,-1
store,-1
store_sales,-1
customer,85.00200000000001
item,-1
store,0.019000000000000003
store_sales,288.02
customer,-1
item,-1
promotion,-1
store_sales,-1
