store_sales,-1
store_sales,-1
store_sales,-1
customer,-1
item,-1
store_sales,-1
promotion,-1
store_sales,-1
customer,-1
customer,-1
customer,-1
store,-1
store,-1
promotion,-1
customer,-1
promotion,-1
promotion,-1
customer,-1
store_sales,-1
store_sales,-1
customer,-1
store_sales,-1
store_sales,-1
store,-1
promotion,-1
item,-1
store,-1
item,-1
item,-1
customer,-1
item,-1
store_sales,-1
customer,-1
customer,-1
store,-1
promotion,-1
promotion,-1
store,-1
store_sales,-1
store,-1
customer,-1
item,-1
item,-1
promotion,-1
item,-1
item,-1
item,-1
customer,-1
promotion,-1
store,-1
customer,-1
customer,-1
store_sales,-1
store,-1
customer,-1
item,-1
item,-1
promotion,-1
customer,-1
store,-1
store_sales,-1
store_sales,-1
customer,-1
store_sales,-1
customer,-1
customer,-1
store,-1
promotion,-1
promotion,-1
item,-1
promotion,-1
promotion,-1
promotion,-1
item,-1
customer,-1
customer,-1
store_sales,-1
item,-1
promotion,-1
store_sales,-1
customer,-1
store_sales,-1
promotion,-1
promotion,-1
item,-1
item,-1
promotion,-1
customer,-1
customer,-1
promotion,-1
store_sales,-1
customer,-1
item,-1
store_sales,-1
customer,-1
item,-1
promotion,-1
promotion,-1
store,-1
customer,-1
customer,-1
promotion,-1
customer,-1
store,-1
store,-1
store,-1
item,-1
item,-1
store_sales,-1
store,-1
store,-1
store_sales,-1
store_sales,-1
customer,-1
item,-1
item,-1
item,-1
customer,-1
promotion,-1
customer,-1
store,-1
promotion,-1
promotion,-1
store_sales,-1
item,-1
store,-1
store_sales,-1
promotion,-1
customer,-1
store_sales,-1
store,-1
customer,-1
store_sales,-1
item,-1
item,-1
store,-1
store,-1
store,-1
store_sales,-1
promotion,-1
customer,-1
store_sales,-1
customer,-1
store_sales,-1
store,-1
store,-1
customer,-1
item,-1
store,-1
item,-1
customer,-1
customer,-1
customer,-1
customer,-1
store_sales,-1
promotion,-1
store_sales,-1
store,-1
promotion,-1
store_sales,-1
customer,-1
store_sales,-1
promotion,-1
customer,-1
item,-1
store,-1
store,-1
item,-1
customer,-1
promotion,-1
item,-1
item,-1
promotion,-1
item,-1
customer,-1
store_sales,-1
store,-1
promotion,-1
promotion,-1
customer,-1
store,-1
customer,-1
store_sales,-1
promotion,-1
store_sales,-1
store_sales,-1
store_sales,-1
store_sales,-1
